objid,ra,dec,u,g,r,i,z,class,redshift
1237648720143581271,149.38507161,-0.94556702,25.4244,22.863033,20.774837,19.752401,19.271397,GALAXY,0.572979
1237648720717481292,233.99038292,-0.49439753,24.981302,22.710184,21.42927,20.216761,19.592249,GALAXY,0.66071
1237648704599359772,234.24850309,0.13439888,21.138866,19.040628,17.833906,17.279633,16.835503,GALAXY,0.164028
1237648704599359787,234.25852706,0.2054983,19.773403,18.121162,17.16474,16.693964,16.340765,GALAXY,0.153544
1237648720717611645,234.19691661,-0.43820114,25.275684,21.064838,19.278032,18.567242,18.162983,GALAXY,0.301169
1237648720717612002,234.20379591,-0.45861782,22.697517,22.814165,20.441502,19.100328,18.564787,GALAXY,0.709831
1237648720701096086,196.4681978,-0.58407328,21.212158,20.814661,19.160307,18.493046,18.09617,GALAXY,0.376189
1237648720143581358,149.32188843,-0.92429246,19.60301,17.953453,17.395004,17.184191,17.084869,STAR,-1.541182E-5
1237648720143581368,149.34612404,-0.86097113,20.456057,19.511278,19.086695,18.946507,18.884892,STAR,9.794706E-4
1237648720143581522,149.33120055,-1.00331406,19.760065,18.35113,17.704575,17.305567,17.059153,GALAXY,0.085421
1237648720143581614,149.434342,-1.02812662,21.126993,20.472721,20.015593,19.697542,19.456242,QSO,2.162466
1237648722312495189,198.36501725,0.64848719,18.847134,17.253395,16.548153,16.24464,16.076546,STAR,7.588841E-4
1237648720143581966,149.34227767,-1.01611532,23.428093,22.571239,20.838121,19.554113,19.098091,GALAXY,0.658775
1237648720143646900,149.47550311,-1.00274322,19.909479,18.32436,17.737196,17.516409,17.445631,STAR,-7.838257E-5
1237648720143647119,149.48300906,-1.04162173,21.421883,21.048492,20.736622,20.785034,20.720974,QSO,1.060673
1237648720143647274,149.46991293,-0.94520424,24.769476,22.574539,20.644833,19.769278,19.394886,GALAXY,0.484451
1237648705119715787,196.52323506,0.59183829,22.539043,22.10582,20.751045,19.762617,19.323008,GALAXY,0.618722
1237648721217257725,149.27549698,-0.12976342,20.582489,19.26853,18.706076,18.472422,18.340107,STAR,1.253934E-4
1237648722312495431,198.38790513,0.64676484,21.14963,19.438583,18.094479,17.503019,17.026251,GALAXY,0.152191
1237648721217258276,149.27957749,-0.15357755,22.148323,21.11161,20.573463,19.774221,19.174902,QSO,0.605856
1237648721217258326,149.29400332,-0.06455762,22.738703,21.480753,21.193624,20.935307,20.573776,STAR,4.951854E-4
1237648720701096090,196.4709626,-0.45767842,18.620796,17.635082,17.20591,16.988323,16.805075,GALAXY,0.031009
1237648722312495556,198.38354945,0.78283095,22.159678,21.335386,20.49902,19.930494,19.488369,GALAXY,0.396513
1237648722312495963,198.35813791,0.71599543,22.800901,22.363575,20.864481,19.714514,19.311407,GALAXY,0.598278
1237648721217323196,149.29950357,-0.15943916,20.316784,18.521364,17.601013,17.18475,16.852407,GALAXY,0.088127
1237648720701096096,196.47866063,-0.57043711,20.043495,18.056801,16.968971,16.50399,16.117447,GALAXY,0.141336
1237648705120567501,198.52812897,0.56593697,19.550915,17.663164,16.730942,16.321447,15.994184,GALAXY,0.081111
1237648705120567588,198.4566494,0.4969811,25.648853,22.691069,21.152494,19.98909,19.415409,GALAXY,0.586816
1237648720161407036,190.10861011,-0.90729719,17.671347,16.193935,15.695323,15.544931,15.514582,STAR,-5.909777E-5
1237648720161407175,190.1299149,-1.01184807,19.037075,17.132399,16.261608,15.852697,15.55843,GALAXY,0.071836
1237648720161472536,190.17105843,-0.84877853,17.296169,16.272192,15.948979,15.830532,15.80855,STAR,9.116656E-5
1237648720161472890,190.16695399,-0.96311451,25.574854,21.696276,20.280806,20.018417,19.909681,QSO,3.936209
1237648720161472935,190.18834859,-0.95192004,22.326759,22.041367,20.73802,19.465244,19.185114,GALAXY,0.795877
1237648720161473247,190.18165297,-1.00837777,21.382584,22.804644,20.090502,18.865305,18.251171,GALAXY,0.793251
1237648721217323268,149.40087255,-0.17584899,22.912363,19.777824,18.36322,17.728907,17.367748,STAR,8.673667E-4
1237648721217323435,149.41517211,-0.18221252,21.324505,20.544207,20.510412,20.479548,20.084108,QSO,2.521705
1237648721217323445,149.4437788,-0.19708747,22.062248,20.747179,20.244558,19.983721,19.910782,STAR,-6.789846E-6
1237648722312560650,198.40110057,0.68702262,23.048578,20.197826,18.502436,17.840883,17.399036,GALAXY,0.345852
1237648722312560846,198.44917945,0.7088123,22.714964,20.589079,18.9848,18.187979,17.733273,GALAXY,0.486178
1237648720164159722,196.3939043,-0.97255114,24.179203,20.810446,18.945568,18.352583,17.990387,GALAXY,0.357011
1237648722312561117,198.45072073,0.71856262,24.088306,22.447048,20.881725,19.707029,19.287762,GALAXY,0.615017
1237648705120567652,198.52472836,0.59150983,21.482399,21.035198,20.94396,20.818811,20.671263,STAR,-2.827485E-4
1237648705120567738,198.43836925,0.53051574,24.304777,21.859247,20.411724,19.599207,19.213951,GALAXY,0.457458
1237648705120568038,198.50917253,0.5805704,26.357094,22.296206,20.52072,19.525778,19.023029,GALAXY,0.540152
1237648705661108342,206.95170966,0.94893409,19.082607,18.205938,17.90756,17.813929,17.806509,STAR,-1.447618E-5
1237648722312561204,198.47904654,0.72047768,24.149361,21.263565,19.400223,18.52873,18.270559,GALAXY,0.483103
1237648721217323573,149.33975978,-0.14488879,21.899496,21.955421,20.468786,19.388613,19.02149,GALAXY,0.607094
1237648721217323700,149.39985754,-0.14457664,25.493097,21.630424,20.013235,19.156338,18.77438,GALAXY,0.478785
1237648721217323706,149.40322917,-0.07411536,24.985565,21.585258,20.355526,20.097692,20.104126,QSO,3.866736
1237648721217323742,149.41808067,-0.05045709,22.932728,21.226843,19.635208,18.741114,18.298964,GALAXY,0.511719
1237648722312561266,198.49554837,0.66571703,22.983179,22.516502,20.724596,19.89002,19.625929,GALAXY,0.4908
1237648720713285957,224.43106765,-0.50157083,24.379963,22.502232,21.217678,20.105761,19.60862,GALAXY,0.540669
1237648720713286107,224.40198313,-0.48201305,21.86018,21.09458,20.86594,20.713032,20.32539,STAR,-9.46574E-5
1237648721217323851,149.30618625,-0.14494389,25.490753,22.986885,21.514435,19.965586,19.3895,GALAXY,0.703603
1237648720164160212,196.44511578,-0.95305945,21.386219,20.602583,19.23349,18.499187,17.932421,GALAXY,0.439079
1237648720713286419,224.39190784,-0.61514122,24.053619,21.5375,20.866304,20.140568,20.255198,GALAXY,0.147259
1237648721789780262,230.68009506,0.26882783,20.605928,18.59935,17.514751,17.035215,16.684875,GALAXY,0.133284
1237648722312626194,198.55968831,0.69281175,17.332745,15.706402,15.192029,15.035702,14.990035,STAR,-6.163221E-5
1237648721217388962,149.46197808,-0.15913099,23.75577,21.097025,21.21155,21.469622,20.85734,QSO,2.772053
1237648721791156329,233.8251485,0.23496682,18.541397,17.308979,17.107241,17.019423,16.979353,STAR,-3.953422E-4
1237648720165011520,198.3755966,-0.92883913,18.486595,16.997217,16.464684,16.301981,16.228016,STAR,1.081904E-4
1237648722845761866,190.14290136,1.12788016,20.243935,18.325003,17.315891,16.92067,16.617584,GALAXY,0.17102
1237648722845761877,190.15027196,1.19470096,24.223095,21.097792,19.260078,18.427423,18.026487,GALAXY,0.477995
1237648722845761881,190.15190341,1.25780206,20.408077,18.476088,17.380789,16.932909,16.575453,GALAXY,0.145746
1237648722845762343,190.15268256,1.2079312,25.039513,21.012102,19.160316,18.311718,17.949707,GALAXY,0.475956
1237648722845762351,190.15757752,1.15138803,25.531473,22.655645,21.139036,19.988888,19.388586,GALAXY,0.635206
1237648722845762475,190.10180346,1.12681957,23.090067,22.585756,20.471951,19.278624,18.700033,GALAXY,0.636589
1237648722845827176,190.17757317,1.08615917,20.653854,18.70166,17.672182,17.242151,16.939438,GALAXY,0.145026
1237648722845827501,190.17525144,1.24524276,23.270529,22.735676,20.727942,19.763317,19.434294,GALAXY,0.480008
1237648721791156651,233.75952334,0.23499664,21.890188,19.910009,18.319239,17.661909,17.242975,GALAXY,0.298969
1237648721217388965,149.46228818,-0.07761937,24.09885,22.00923,20.405066,19.603209,19.221447,GALAXY,0.477613
1237648705124171830,206.74710379,0.5131317,18.170235,16.989697,16.875996,16.886326,16.930496,STAR,8.206766E-4
1237648721217388992,149.47698845,-0.06748683,24.435986,21.871174,21.420738,21.188999,21.170265,STAR,1.189277E-4
1237648720165012131,198.38111368,-0.9786972,22.600283,21.579128,19.520458,18.930342,18.629759,GALAXY,0.369264
1237648721754193956,149.34126239,0.29886305,20.43474,18.551353,17.419535,16.888559,16.577272,QSO,0.169932
1237648705124172663,206.77781403,0.57265851,25.214516,21.959578,20.276129,19.396894,18.853415,GALAXY,0.478474
1237648705124172707,206.78563471,0.52503953,22.437433,22.147097,20.489496,19.168041,18.681604,GALAXY,0.682402
1237648705124172726,206.7945614,0.57101705,23.533812,22.156046,20.526564,19.707945,19.231253,GALAXY,0.456006
1237648721221255745,158.3623077,-0.13741592,22.367064,21.879143,20.670679,19.780457,19.339939,GALAXY,0.539355
1237648721791156671,233.82950203,0.31678423,20.633904,18.580864,17.50757,16.895306,16.495546,GALAXY,0.154544
1237648721229054554,176.13894624,-0.15700328,24.077417,22.082987,20.382957,19.371552,19.059202,GALAXY,0.496421
1237648721791156745,233.77254286,0.22300093,21.536655,21.051802,20.611454,20.020863,20.016872,QSO,1.698672
1237648705661173768,206.97660711,0.90991617,19.724812,19.088402,18.473957,18.18292,17.906797,GALAXY,0.259024
1237648720165077059,198.4392818,-1.02022418,18.735954,17.891256,17.698193,17.501694,17.477238,GALAXY,0.072573
1237648720165077067,198.4561993,-0.90467446,19.520996,18.248922,17.695244,17.462261,17.318611,STAR,-4.97092E-4
1237648721791156779,233.83879366,0.21906497,21.382719,20.609606,20.268051,20.274977,19.833359,STAR,-3.69215E-4
1237648722312626231,198.6362983,0.66860158,21.680122,19.100266,17.695417,17.137432,16.861937,GALAXY,0.227601
1237648721791222233,234.00891036,0.42008986,19.649647,18.092272,17.266666,16.820717,16.54883,GALAXY,0.137776
1237648721791222282,233.95119789,0.26408309,23.058958,20.488239,18.839649,18.18174,17.770561,GALAXY,0.295269
1237648720165142553,198.58849859,-0.97266344,19.281782,18.420534,18.17054,18.074863,18.07,STAR,5.651092E-4
1237648721754194152,149.34821395,0.31473802,20.374599,18.326307,17.090597,16.594627,16.202549,GALAXY,0.16943
1237648720165142555,198.60321897,-1.03899354,18.338324,17.208334,16.72299,16.503675,16.411858,STAR,3.207199E-4
1237648705124238450,206.83355325,0.53466467,23.58198,22.958559,20.996601,19.85486,19.379953,GALAXY,0.577671
1237648721791222387,233.94001947,0.22871603,19.668579,18.33596,17.88011,17.574392,17.468361,GALAXY,0.067153
1237648721235148979,190.12264412,-0.17326224,20.96286,20.243952,20.116005,20.190222,19.909157,QSO,2.515539
1237648705661174313,207.01101587,0.90413817,25.23159,22.193373,20.241482,19.363508,18.880705,GALAXY,0.472073
1237648722312626232,198.64133701,0.65551183,21.093313,19.846577,19.281965,19.059475,19.038248,STAR,8.53208E-5
1237648720165142670,198.62156434,-0.96173623,20.190083,19.673563,19.500824,19.504681,19.267488,QSO,2.544868
1237648720165142679,198.62956212,-0.91727048,19.840479,18.438784,17.577303,17.141054,16.828159,GALAXY,0.150008
1237648705661174523,207.06761451,1.05047818,26.804893,20.927345,19.268326,18.428392,17.989676,GALAXY,0.472749
1237648721235214346,190.18673955,-0.10934642,18.145319,16.743572,16.196907,15.992422,15.923131,STAR,-1.220498E-4
1237648722312626258,198.64469202,0.7363385,19.182158,17.76405,17.21965,16.982998,16.885603,STAR,1.283867E-4
1237648721237967167,196.49996788,-0.05690674,21.941912,20.093952,18.371399,17.792559,17.433823,GALAXY,0.348197
1237648721237967353,196.45282449,-0.11030962,22.946936,22.198696,20.715656,19.648521,19.127413,GALAXY,0.523524
1237648721237967393,196.46786324,-0.09722625,23.797331,22.316448,20.730085,19.637236,19.153776,GALAXY,0.59619
1237648721237967488,196.49637223,-0.13427147,23.503944,22.259464,20.814098,19.918262,19.422834,GALAXY,0.524254
1237648722312626303,198.59100591,0.76145363,21.03133,20.153559,19.874039,19.792393,19.805849,STAR,4.221632E-4
1237648720701685771,197.81915424,-0.57377826,16.309637,14.857897,14.263822,14.027846,13.922122,STAR,7.825277E-5
1237648720165143363,198.63756731,-1.0033082,25.858126,22.771263,20.991634,19.928411,19.549549,GALAXY,0.531856
1237648721754194200,149.39475625,0.23866275,20.199709,18.414349,17.285425,16.797289,16.436377,GALAXY,0.16017
1237648720702013553,198.58231588,-0.41809524,20.56074,20.075199,20.109138,20.174091,20.400724,STAR,1.078517E-4
1237648721791353727,234.27666978,0.31508649,22.757778,21.77632,22.08457,21.450821,20.955084,QSO,1.593846
1237648705133019888,226.90697054,0.54473052,23.828882,21.601284,20.090124,19.152426,18.727562,GALAXY,0.505987
1237648705116701468,189.71664202,0.59595859,24.253559,21.882277,20.152672,19.339144,18.802786,GALAXY,0.478239
1237648705116701650,189.64299209,0.56700571,23.60754,22.497074,20.970125,19.663988,19.245823,GALAXY,0.709337
1237648702978785960,211.59941318,-1.24167291,25.38269,22.448286,20.76165,19.660175,19.194973,GALAXY,0.646358
1237648702978785950,211.59351281,-1.06756393,23.186861,22.095154,20.723259,19.582657,18.998577,STAR,2.105833E-4
1237648704589398110,211.59157582,0.0714239,22.306147,21.797558,20.73918,19.935713,20.030291,GALAXY,0.539327
1237648704596148541,226.92250148,0.04947809,21.621008,19.304033,17.814938,17.251362,16.909256,GALAXY,0.238424
1237648705133020132,226.9799254,0.45715927,22.349339,22.210087,20.354094,19.096527,18.515593,GALAXY,0.631842
1237648704579699409,189.43618956,0.12320155,23.36787,21.969021,21.719774,21.844879,21.90855,STAR,-3.098333E-3
1237648704579699581,189.3735138,0.03965465,24.839933,22.158564,20.727045,19.61475,19.39481,GALAXY,0.633653
1237648704579764278,189.58614647,0.03906321,18.953394,17.586964,17.07707,16.911184,16.846312,STAR,2.892787E-4
1237648702969282601,189.83179425,-1.14835325,18.041664,16.950666,16.558718,16.42157,16.379301,STAR,4.63727E-4
1237648704589529354,211.80744907,0.04857481,21.534029,19.413784,17.88887,17.351402,16.995539,GALAXY,0.257899
1237648704589529364,211.81457806,0.10418342,23.030146,19.733519,18.274431,17.721649,17.399324,GALAXY,0.256901
1237648704579830740,189.68425197,0.17221122,23.386585,22.891748,20.347933,19.254177,18.886555,GALAXY,0.579039
1237648705133412818,227.8697768,0.47172593,21.859678,19.596542,17.99098,17.411652,17.093954,GALAXY,0.301714
1237648705135706790,233.16092604,0.57644912,21.674208,20.626804,20.153849,19.505424,18.77404,STAR,-2.623344E-4
1237648704579895311,189.75322573,0.12483744,18.830042,17.589056,16.864668,16.471664,16.202778,GALAXY,0.072009
1237648704579895315,189.76329415,0.15303016,18.957512,18.117046,17.768059,17.611313,17.552326,STAR,1.081874E-3
1237648705116831846,189.9127854,0.57773598,19.574764,19.248148,18.937103,18.761337,18.46418,QSO,2.137404
1237648704579895328,189.80746966,0.20031436,17.509573,15.789579,15.129727,14.869353,14.745317,STAR,-5.636068E-5
1237648704589529678,211.80628461,0.19155709,25.269096,22.494907,20.790398,19.821812,19.601011,GALAXY,0.558304
1237648705116831849,189.91401857,0.44474089,19.340515,17.897736,17.206062,16.632174,16.344255,GALAXY,0.11748
1237648705116832087,189.90396219,0.4523199,25.47056,22.546381,21.805157,21.649872,21.509411,QSO,1.05069
1237648704591233662,215.70894861,0.10641108,21.854345,21.388605,19.494343,18.85704,18.512102,GALAXY,0.384396
1237648704579764293,189.45578804,0.19622969,19.687895,18.08849,17.098944,16.620897,16.24202,GALAXY,0.180302
1237648704579764327,189.49757316,0.14938272,20.33721,18.518116,17.57893,17.172741,16.887829,GALAXY,0.089634
1237648704579764330,189.50157025,0.13822541,19.090862,17.413939,16.525457,16.089132,15.751688,GALAXY,0.089792
1237648704579764350,189.5123546,0.17706978,21.934153,21.290045,21.30514,21.155319,20.812422,GALAXY,0.013497
1237648704579764354,189.51405839,0.08223886,18.951181,17.63669,16.905741,16.482704,16.204483,GALAXY,0.116416
1237648704596148561,226.92990792,0.09816374,19.647535,19.033255,18.937195,18.91148,18.752256,QSO,2.291073
1237648704579895377,189.87558185,0.08742877,16.885309,15.179274,14.485492,14.189502,14.048737,STAR,-1.92874E-4
1237648704579764384,189.53339224,0.01261104,20.406698,19.567066,19.244158,19.118065,19.06967,STAR,-9.892975E-6
1237648705652720169,187.7423615,0.97190631,22.340982,22.442408,20.734581,19.83079,19.556097,GALAXY,0.478044
1237648705655799881,194.7843241,0.96717777,17.266582,16.25074,15.911365,15.793717,15.751353,STAR,1.613979E-4
1237648704596083352,226.73326247,0.07273594,23.141207,22.009075,20.325739,19.439631,18.968786,GALAXY,0.54086
1237648704579764395,189.54929703,0.11563302,20.360563,19.039524,18.474779,18.243534,18.153629,STAR,3.719044E-4
1237648704579764409,189.58649539,0.16997409,19.9547,18.150145,17.331991,17.075819,16.862394,STAR,-2.481337E-4
1237648704579764477,189.47767166,0.11517534,22.00453,21.158148,20.816483,20.93408,21.089869,STAR,3.314084E-4
1237648704579764483,189.48752043,0.10040435,21.657829,20.493874,19.944235,19.756258,19.750925,STAR,2.097133E-4
1237648704579764506,189.56493992,0.10224825,21.399893,20.536188,20.314968,20.249989,20.321079,STAR,6.442111E-4
1237648704579764577,189.46660429,0.18364924,23.67861,22.388517,20.562645,19.585945,19.208231,GALAXY,0.556621
1237648704579764700,189.5162572,0.09374934,25.376783,21.561016,19.744408,18.825649,18.32486,GALAXY,0.513889
1237648704579829851,189.625427,0.09732834,19.286921,17.833158,17.289743,17.122581,17.049742,STAR,2.081881E-5
1237648704596083586,226.79591358,0.19050975,22.81798,22.156214,21.910025,21.935266,21.343658,GALAXY,0.75979
1237648705661763912,208.46130926,0.84533385,18.431038,17.181036,16.645781,16.311085,16.106243,GALAXY,0.062495
1237648673971437752,189.52390578,-0.18672514,21.889475,19.482779,18.442257,18.062492,17.853987,STAR,-3.283414E-5
1237648704596083734,226.85132178,0.13844807,24.408421,22.786093,21.048351,19.88212,19.464724,GALAXY,0.540445
1237648673971437606,189.46874661,-0.03599975,17.286137,16.20575,15.758665,15.508337,15.477885,STAR,5.791125E-4
1237648673971437601,189.45380099,-0.09731284,17.658596,16.627214,16.285711,16.16799,16.145943,STAR,5.906141E-7
1237648673971437597,189.44854454,-0.05274525,18.978588,17.847507,17.489096,17.37042,17.347996,STAR,2.573865E-4
1237648673971437587,189.42982097,-0.13104211,17.841091,16.624109,16.838579,17.03219,17.155386,STAR,6.484753E-4
1237648704579896073,189.86934679,0.20501476,25.828426,22.244791,20.264532,19.433863,19.106855,GALAXY,0.469422
1237648704579961051,189.90288374,0.11055466,21.669624,20.01149,18.440586,17.775072,17.329445,GALAXY,0.329996
1237648705653440694,189.43236626,0.95842714,19.365971,18.309427,17.59585,17.227648,17.033272,GALAXY,0.195286
1237648705125024108,208.68603173,0.58132386,21.520184,21.498688,21.789276,21.478058,21.106922,QSO,2.156579
1237648705126268981,211.53985393,0.43862499,18.419695,17.220253,17.259497,17.332733,17.416662,STAR,-6.331312E-5
1237648705116700949,189.70773296,0.61914983,21.76716,19.958357,18.301022,17.708641,17.341494,GALAXY,0.343715
1237648704588153466,208.68056827,0.13696069,24.188099,22.080015,20.517889,19.703648,19.50428,GALAXY,0.465954
1237648704588218496,208.77903274,0.0821625,18.266108,16.395226,15.476879,15.006329,14.655145,GALAXY,0.069993
1237648704588218513,208.78577863,0.16288888,19.402704,17.478714,16.587406,16.188492,15.865924,GALAXY,0.070309
1237648705116701136,189.62052396,0.62225875,23.071257,20.916037,20.392818,19.550648,18.970228,GALAXY,0.657085
1237648704588219153,208.87077475,0.19794658,23.398121,21.468737,20.028776,19.6852,18.913097,STAR,-7.052458E-5
1237648705126269929,211.50081705,0.43132873,23.162046,22.557178,21.131907,19.771488,19.217834,GALAXY,0.690259
1237648705654817138,192.44823383,0.89903268,21.796946,21.099697,19.582602,18.830912,18.314964,GALAXY,0.524668
1237648705142719238,249.11164822,0.54648784,20.080549,18.219505,17.306681,16.883413,16.599478,GALAXY,0.066744
1237648705124958452,208.6115306,0.43499951,19.987465,18.200449,17.167233,16.663771,16.265842,GALAXY,0.12793
1237648705653440598,189.37394913,0.90933941,22.138355,19.106424,18.883318,18.733843,18.658628,QSO,3.271001
1237648705653440604,189.38298368,0.85436056,20.741728,19.732557,19.539742,19.410013,19.343584,STAR,-8.567666E-5
1237648704596476963,227.6857578,0.08943526,22.919464,22.227022,20.498333,19.406168,19.013315,GALAXY,0.584726
1237648705653440610,189.39579512,1.00907919,19.227737,18.315939,17.979317,17.584682,17.48505,GALAXY,0.073674
1237648704597001392,228.9396336,0.10887309,22.57024,21.553869,21.478348,21.374058,21.036983,STAR,1.796905E-4
1237648705653440619,189.41129728,0.8538077,19.374266,18.011131,17.472086,17.215513,17.092695,STAR,1.468759E-4
1237648705653440655,189.33987252,0.89388467,23.771955,21.889662,20.638712,19.607,19.225714,GALAXY,0.511548
1237648705653440665,189.34687583,0.84911614,23.045059,20.176426,18.543453,17.967937,17.567736,GALAXY,0.34111
1237648705653440753,189.37456055,0.98788467,21.499928,20.816906,20.599415,20.442173,20.319641,STAR,-9.991321E-5
1237648705653440757,189.37796084,0.97939744,21.92012,20.794605,20.639385,20.472673,20.323431,STAR,1.754075E-4
1237648705653440769,189.39497516,0.88114994,24.325502,21.791567,19.992155,19.070089,18.591072,GALAXY,0.468419
1237648705653441158,189.42987588,0.8774802,25.502378,22.651354,21.185305,20.1078,19.457344,GALAXY,0.511129
1237648702981931441,218.72748546,-1.15639878,21.55744,20.995136,20.929014,20.895319,20.588194,QSO,2.280238
1237648702981931600,218.67100188,-1.09255522,24.059519,22.2274,20.65062,19.781689,19.407312,GALAXY,0.52626
1237648702981931677,218.70088074,-1.05675086,23.762468,21.922934,20.508905,20.007858,19.516081,QSO,0.290737
1237648702981931742,218.71883392,-1.17695601,25.395287,22.439901,20.864098,19.914064,19.42568,GALAXY,0.525548
1237648702981931799,218.74074762,-1.17856048,23.859915,21.740799,19.979643,19.186693,18.76746,GALAXY,0.413146
1237648702981931878,218.77125643,-1.09119325,24.720564,22.8458,20.834728,19.736662,19.14134,GALAXY,0.611266
1237648702981932093,218.73593402,-1.11826943,22.718346,22.568247,20.835442,19.75478,19.083021,GALAXY,0.591035
1237648702981932170,218.77709069,-1.10532811,25.927258,23.13686,20.981035,19.897453,19.504913,GALAXY,0.525
1237648702982848658,220.86175587,-1.13668579,19.42573,19.313568,19.098707,19.09647,19.129992,QSO,1.068271
1237648702982848809,220.83220043,-1.06598028,20.267534,19.68042,18.957476,18.752607,18.157726,QSO,0.291508
1237648702982848963,220.84558083,-1.05557881,20.901913,19.321619,17.802134,17.168617,16.753872,GALAXY,0.3059
1237648702982848975,220.8745308,-1.10978009,23.735697,20.420925,18.740412,18.114227,17.77343,GALAXY,0.325321
1237648702982849059,220.82875626,-1.13810479,22.145094,21.535072,21.523432,21.264,20.850359,QSO,0.817061
1237648702982849404,220.84950502,-1.19076896,22.266504,21.57477,20.335262,19.446674,18.975296,GALAXY,0.52025
1237648702982849488,220.88082695,-1.21518806,23.549192,22.218309,20.417652,19.40699,18.956717,GALAXY,0.520366
1237648702982914291,220.89105397,-1.07191615,21.400747,18.822493,17.614351,17.14229,16.892225,STAR,-5.72477E-5
1237648675606430259,245.15465027,1.23014183,19.896658,19.469509,19.301983,18.997866,19.018881,QSO,1.597835
1237648675605119645,242.17951824,1.1344788,19.742945,18.22789,17.220156,16.726683,16.383642,GALAXY,0.185478
1237648675605119520,242.18656664,1.07892855,18.878906,17.666603,17.057224,16.726917,16.410658,GALAXY,0.027761
1237648675068379571,242.39893535,0.66511857,19.964848,18.380997,17.484901,16.933422,16.516762,GALAXY,0.116582
1237648675068379511,242.36237026,0.68675435,20.218964,18.409328,17.384489,16.885872,16.495216,GALAXY,0.116382
1237648675068379190,242.376465,0.79351361,19.392956,17.121767,16.198111,15.843354,15.654658,STAR,-1.451351E-4
1237648675068379189,242.41659747,0.79417954,18.239765,16.647127,16.035879,15.78415,15.678134,STAR,3.747121E-4
1237648674532688691,245.18739122,0.34972559,19.909166,18.37499,17.56702,17.157162,16.926102,GALAXY,0.093458
1237648673995424521,244.17530064,-0.06759622,22.978436,20.724306,18.764174,18.074511,17.576147,GALAXY,0.356706
1237648673995424170,244.18148393,-0.04076233,19.350048,18.867199,18.600452,18.565952,18.326401,QSO,0.786086
1237648673458487559,244.11295671,-0.49248534,17.339291,17.663191,18.088167,18.372398,18.638968,STAR,-5.111503E-6
1237648675608200102,249.20056075,1.25462064,23.432749,21.114502,19.332666,18.354212,17.884678,GALAXY,0.518932
1237648702968758715,188.58270239,-1.09360886,22.71137,21.267233,21.048254,20.872683,20.768869,QSO,2.789063
1237648702968693263,188.55178631,-1.06201032,21.653479,21.285618,20.303986,19.400982,18.812351,GALAXY,0.674251
1237648702968693021,188.55532905,-1.09821319,21.039469,20.18293,19.982384,19.773088,19.886528,STAR,1.182498E-3
1237648675608068230,248.8363463,1.21485459,24.635176,25.114372,21.632729,19.791904,22.826925,STAR,-3.019709E-4
1237648675606692421,245.71579341,1.24538807,19.223583,19.016968,18.702999,18.658663,18.643581,QSO,1.227615
1237648675606692412,245.71322037,1.22268213,19.927919,18.410294,17.537176,17.087467,16.768284,GALAXY,0.136266
1237648675606692011,245.7173274,1.19935097,20.183838,18.052895,16.937735,16.472815,16.081938,GALAXY,0.136349
1237648675606691936,245.69120549,1.24375842,19.290916,17.96944,17.634956,17.442652,17.422247,GALAXY,0.024425
1237648675606691884,245.66360311,1.24761754,18.919607,17.802025,17.394129,17.172562,17.098269,GALAXY,0.024527
1237648675606495770,245.24044225,1.19739961,19.919401,17.791618,16.80859,16.369921,15.994384,GALAXY,0.086526
1237648675606036798,244.16317153,1.20776657,19.397776,18.11252,17.460321,17.068989,16.844036,GALAXY,0.055375
1237648675605971564,244.10599025,1.25443667,20.134436,18.417177,17.537731,16.994743,16.589529,GALAXY,0.085917
1237648675605250449,242.42263279,1.09231055,22.622379,20.420984,18.58021,17.941502,17.543879,GALAXY,0.365322
1237648675071460094,249.47931188,0.79597772,19.718882,18.238499,17.653057,17.280581,17.073521,GALAXY,0.084749
1237648675071459657,249.50151497,0.78827593,18.441374,18.814699,19.276587,19.583576,19.785908,STAR,-3.132167E-4
1237648675071329364,249.09864985,0.79169751,23.223213,19.875612,18.089743,17.449177,17.023916,GALAXY,0.32073
1237648675071197670,248.93791623,0.77697435,16.972179,15.711905,15.503163,15.456366,15.407752,STAR,-4.125551E-4
1237648675071132738,248.78308708,0.8024438,21.300901,18.714823,17.299763,16.704922,16.341032,GALAXY,0.206556
1237648675069822351,245.71238226,0.74894955,25.571009,21.010309,19.193365,18.405617,17.998255,GALAXY,0.413429
1237648675069756079,245.57755929,0.76560137,18.846676,17.413729,16.513828,16.056915,15.705885,GALAXY,0.142005
1237648675069755657,245.59019464,0.75329079,21.244783,19.188313,18.374729,18.039089,17.834423,STAR,1.194179E-4
1237648675069559475,245.19269124,0.78309244,19.850754,17.797647,16.93762,16.529339,16.250887,GALAXY,0.047331
1237648675069559433,245.18348346,0.7610931,19.945107,18.379498,17.787699,17.583405,17.506048,STAR,-3.575717E-5
1237648675069559337,245.13617955,0.78204791,20.088121,18.048796,17.261366,16.743856,16.473497,GALAXY,0.139929
1237648675069165587,244.15879609,0.81458604,18.296965,17.111107,16.604008,16.44879,16.393213,STAR,-3.509479E-4
1237648675068314844,242.29586246,0.67845905,22.668991,20.910149,18.964178,18.296379,17.862333,GALAXY,0.38304
1237648675068313902,242.22423594,0.69455929,19.866753,19.609472,19.276781,19.179701,19.216888,QSO,1.387414
1237648675068248659,242.20090378,0.69678818,19.581873,19.281591,19.269691,18.968569,18.622402,QSO,0.425335
